,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag
135,12,5214,5224,260.27510364739607,288.47750745588894,245.96057946129645,284.45269007533443,331.84381436867505,6.585031333239421,0.10624777710146624,2014-04-11,2014-04-21,10 days,
136,11,5226,5230,280.57619551176816,313.7502580270764,269.58126517321693,313.7502580270764,358.37709667946365,6.53759098892729,0.11611724937086816,2014-04-23,2014-04-27,4 days,
137,10,5233,5239,312.17157101934316,350.82460986693354,296.9715896571749,350.82460986693354,379.900426667041,6.629961808862767,0.1216960357493607,2014-04-30,2014-05-06,6 days,
138,9,5240,5254,346.94378467892926,329.87483428106214,329.87483428106214,386.98473116325573,-159.71192115144407,6.091367570639923,-0.05114883102243647,2014-05-07,2014-05-21,14 days,
139,8,5298,5316,412.99932260772175,378.4955951570035,,459.60768747802655,-282.36177894786385,6.331959342117802,-0.08546072701917569,2014-07-04,2014-07-22,18 days,
140,-9,5330,5338,351.6412699652083,325.22272287378314,370.14225680988244,325.22272287378314,231.67514788727573,6.091775935550923,0.07320438554079012,2014-08-05,2014-08-13,8 days,
141,-10,5339,5347,333.8948385810245,292.02970232332876,341.70939068386593,293.48164233877395,412.3921171679137,6.259245409043533,0.12350958131622652,2014-08-14,2014-08-22,8 days,
142,-12,5348,5363,276.9588447094314,242.57722762190636,311.1750354839439,245.09885344922913,406.3449721823243,6.234432867976054,0.12226394521077588,2014-08-23,2014-09-07,15 days,
143,-14,5366,5388,236.91199117814617,200.9227796750021,241.9332753068192,200.9227796750021,497.719274252073,6.129686791944076,0.15006153363321337,2014-09-10,2014-10-02,22 days,
144,-19,5395,5416,179.91352287056827,150.69045626388433,188.09753831967856,150.78535848540386,548.9567899234404,6.2814756035546,0.16059083367699403,2014-10-09,2014-10-30,21 days,
145,-27,5424,5442,131.58993731807485,114.76679683540468,139.4789329849075,115.46782118846481,447.5731612099506,6.651631822143948,0.12597303476517235,2014-11-07,2014-11-25,18 days,
146,25,5542,5556,146.25731391462443,160.10166311957192,133.64093259554733,160.10166311957192,338.44975569783236,7.658974425854909,0.09256282551323144,2015-03-05,2015-03-19,14 days,
147,23,5557,5566,159.5487783487725,174.35864179011762,148.12215628476062,171.69220080747743,332.9469884877435,7.679870663194473,0.0907305976957211,2015-03-20,2015-03-29,9 days,
148,21,5567,5575,178.16642852916226,163.8504128653911,,191.85065925477227,-307.8186826084802,7.182353669285621,-0.08227157397818348,2015-03-30,2015-04-07,8 days,
149,16,5613,5615,224.92562960097737,208.61856164006227,,243.40068704128663,-267.84979443449834,6.936707059856634,-0.07442732151891421,2015-05-15,2015-05-17,2 days,
150,-18,5696,5708,207.36304148047415,183.31709790601616,220.2638498071616,183.31709790601616,425.79474183128707,7.032242508956825,0.1140765647831171,2015-08-06,2015-08-18,12 days,
151,-20,5712,5726,190.12170869515708,159.06478482625593,194.58700885633317,167.29420222920655,614.1547475075947,6.98372987042826,0.16151620762370072,2015-08-22,2015-09-05,14 days,
152,-25,5735,5746,151.23523695755867,134.93058771943168,160.44076928287453,134.93058771943168,400.46208533624986,7.154145616924758,0.10591766664765616,2015-09-14,2015-09-25,11 days,
153,-31,5753,5763,124.06600078935664,111.35629579426462,134.9291078516977,113.76245060413802,386.7027636537601,7.298091194092259,0.10054553720714868,2015-10-02,2015-10-12,10 days,
154,-44,5833,5834,89.64625892952158,90.73842770222862,90.73842770222862,79.61378232182336,-55.992352210906795,7.93692621179701,-0.014195276797208516,2015-12-21,2015-12-22,1 days,
